,Category,Year,Zipcode,no crime of type,no in zipcode total,no in year total,% in zipcode total,% of type
8011,ROBBERY,2010,94121.0,33,2355,133525,0.0176371466018,0.0140127388535
8012,ROBBERY,2010,94122.0,68,3123,133525,0.0233888784872,0.0217739353186
8013,ROBBERY,2010,94123.0,40,2358,133525,0.0176596143044,0.0169635284139
8014,ROBBERY,2010,94124.0,263,9626,133525,0.0720913686576,0.0273218366923
8015,ROBBERY,2010,94127.0,20,1011,133525,0.00757161580228,0.0197823936696
8016,ROBBERY,2010,94129.0,1,30,133525,0.000224677026774,0.0333333333333
8017,ROBBERY,2010,94131.0,17,1786,133525,0.0133757723273,0.00951847704367
8018,ROBBERY,2010,94132.0,40,2289,133525,0.0171428571429,0.0174748798602
8019,ROBBERY,2010,94133.0,90,4242,133525,0.0317693315858,0.021216407355
8020,ROBBERY,2010,94134.0,160,3910,133525,0.0292829058229,0.0409207161125
8021,ROBBERY,2010,94158.0,5,488,133525,0.00365474630219,0.0102459016393
8022,ROBBERY,2011,94005.0,1,27,132699,0.000203467999005,0.037037037037
8023,ROBBERY,2011,94014.0,8,168,132699,0.00126602310492,0.047619047619
8024,ROBBERY,2011,94015.0,2,5,132699,3.7679259075e-05,0.4
8025,ROBBERY,2011,94102.0,467,16828,132699,0.126813314343,0.0277513667697
8026,ROBBERY,2011,94103.0,461,17178,132699,0.129450862478,0.026836651531
8027,ROBBERY,2011,94104.0,33,986,132699,0.0074303498896,0.0334685598377
8028,ROBBERY,2011,94105.0,66,3031,132699,0.0228411668513,0.0217749917519
8029,ROBBERY,2011,94107.0,136,5922,132699,0.0446273144485,0.0229652144546
8030,ROBBERY,2011,94108.0,112,4097,132699,0.0308743848861,0.0273370759092
8031,ROBBERY,2011,94109.0,273,9883,132699,0.0744768234877,0.0276231913387
8032,ROBBERY,2011,94110.0,437,14232,132699,0.107250243031,0.0307054525014
8033,ROBBERY,2011,94111.0,29,1762,132699,0.013278170898,0.016458569807
8034,ROBBERY,2011,94112.0,226,6655,132699,0.0501510938289,0.0339594290008
8035,ROBBERY,2011,94114.0,110,3739,132699,0.0281765499363,0.0294196309174
8036,ROBBERY,2011,94115.0,135,5289,132699,0.0398571202496,0.0255246738514
8037,ROBBERY,2011,94116.0,36,2302,132699,0.0173475308782,0.015638575152
8038,ROBBERY,2011,94117.0,81,4691,132699,0.0353506808642,0.0172671072266
8039,ROBBERY,2011,94118.0,49,3387,132699,0.0255239300974,0.0144670800118
8040,ROBBERY,2011,94121.0,38,2446,132699,0.0184326935395,0.0155355682747
8041,ROBBERY,2011,94122.0,48,3502,132699,0.0263905530562,0.0137064534552
8042,ROBBERY,2011,94123.0,52,2474,132699,0.0186436973903,0.0210185933711
8043,ROBBERY,2011,94124.0,212,9933,132699,0.0748536160785,0.0213429980872
8044,ROBBERY,2011,94127.0,30,1188,132699,0.00895259195623,0.0252525252525
8045,ROBBERY,2011,94131.0,35,1841,132699,0.0138735031914,0.0190114068441
8046,ROBBERY,2011,94132.0,56,2474,132699,0.0186436973903,0.0226354082458
8047,ROBBERY,2011,94133.0,81,4551,132699,0.0342956616101,0.017798286091
8048,ROBBERY,2011,94134.0,159,3686,132699,0.0277771497901,0.0431361909929
8049,ROBBERY,2011,94158.0,3,317,132699,0.00238886502536,0.00946372239748
8050,ROBBERY,2012,94005.0,2,37,140856,0.000262679616062,0.0540540540541
8051,ROBBERY,2012,94014.0,3,179,140856,0.00127080138581,0.0167597765363
8052,ROBBERY,2012,94015.0,1,14,140856,9.93922871585e-05,0.0714285714286
8053,ROBBERY,2012,94102.0,643,16918,140856,0.120108479582,0.0380068566024
8054,ROBBERY,2012,94103.0,505,17623,140856,0.125113591185,0.028655733984
8055,ROBBERY,2012,94104.0,52,1128,140856,0.00800817856534,0.0460992907801
8056,ROBBERY,2012,94105.0,65,3034,140856,0.0215397285171,0.0214238628873
8057,ROBBERY,2012,94107.0,134,7084,140856,0.0502924973022,0.018915866742
8058,ROBBERY,2012,94108.0,136,4366,140856,0.0309961946953,0.0311497938617
8059,ROBBERY,2012,94109.0,330,10246,140856,0.0727409553019,0.0322076908062
8060,ROBBERY,2012,94110.0,483,14572,140856,0.103453172034,0.0331457589898
8061,ROBBERY,2012,94111.0,40,1970,140856,0.013985914693,0.0203045685279
8062,ROBBERY,2012,94112.0,255,6870,140856,0.0487732151985,0.0371179039301
8063,ROBBERY,2012,94114.0,98,4245,140856,0.0301371613563,0.02308598351
8064,ROBBERY,2012,94115.0,189,5571,140856,0.03955103084,0.0339256865913
8065,ROBBERY,2012,94116.0,27,2342,140856,0.0166269097518,0.0115286080273
8066,ROBBERY,2012,94117.0,121,5558,140856,0.0394587380019,0.0217704210148
8067,ROBBERY,2012,94118.0,67,4185,140856,0.0297111944113,0.016009557945
8068,ROBBERY,2012,94121.0,29,2699,140856,0.0191614130743,0.0107447202668
8069,ROBBERY,2012,94122.0,57,3481,140856,0.0247131822571,0.0163746049986
8070,ROBBERY,2012,94123.0,54,2804,140856,0.019906855228,0.0192582025678
8071,ROBBERY,2012,94124.0,261,10123,140856,0.0718677230647,0.0257828706905
8072,ROBBERY,2012,94127.0,15,1244,140856,0.00883171465894,0.0120578778135
8073,ROBBERY,2012,94129.0,1,36,140856,0.000255580166979,0.0277777777778
8074,ROBBERY,2012,94131.0,46,2028,140856,0.0143976827398,0.0226824457594
8075,ROBBERY,2012,94132.0,57,2922,140856,0.0207445902198,0.0195071868583
8076,ROBBERY,2012,94133.0,93,5137,140856,0.0364698699381,0.0181039517228
8077,ROBBERY,2012,94134.0,187,3832,140856,0.0272050888851,0.0487995824635
8078,ROBBERY,2012,94158.0,4,500,140856,0.00354972454138,0.008
8079,ROBBERY,2013,0.0,1,114,152811,0.00074601959283,0.00877192982456
8080,ROBBERY,2013,94005.0,3,23,152811,0.000150512724869,0.130434782609
8081,ROBBERY,2013,94014.0,6,163,152811,0.00106667713712,0.0368098159509
8082,ROBBERY,2013,94102.0,696,18855,152811,0.123387714235,0.0369132856006
8083,ROBBERY,2013,94103.0,472,20595,152811,0.134774329073,0.0229181840252
8084,ROBBERY,2013,94104.0,33,1145,152811,0.00749291608588,0.0288209606987
8085,ROBBERY,2013,94105.0,82,3334,152811,0.0218178010745,0.0245950809838
8086,ROBBERY,2013,94107.0,170,7546,152811,0.0493812618202,0.0225284919162
8087,ROBBERY,2013,94108.0,116,4795,152811,0.0313786311195,0.0241918665276
8088,ROBBERY,2013,94109.0,353,11301,152811,0.0739541001629,0.0312361737899
8089,ROBBERY,2013,94110.0,615,16090,152811,0.105293467093,0.0382224984462
8090,ROBBERY,2013,94111.0,33,2114,152811,0.0138340826249,0.015610217597
8091,ROBBERY,2013,94112.0,286,7781,152811,0.0509191092264,0.0367562010024
8092,ROBBERY,2013,94114.0,112,4601,152811,0.0301090890054,0.0243425342317
8093,ROBBERY,2013,94115.0,222,6151,152811,0.0402523378553,0.0360916924077
8094,ROBBERY,2013,94116.0,31,2407,152811,0.0157514838591,0.0128791026174
8095,ROBBERY,2013,94117.0,96,6278,152811,0.0410834298578,0.0152914941064
8096,ROBBERY,2013,94118.0,74,4332,152811,0.0283487445276,0.017082179132
8097,ROBBERY,2013,94121.0,50,3033,152811,0.0198480475882,0.016485328058
8098,ROBBERY,2013,94122.0,64,3455,152811,0.022609628888,0.018523878437
8099,ROBBERY,2013,94123.0,57,3006,152811,0.0196713587373,0.0189620758483
8100,ROBBERY,2013,94124.0,235,9992,152811,0.0653879629084,0.023518815052
8101,ROBBERY,2013,94127.0,22,1301,152811,0.00851378500239,0.0169100691776
8102,ROBBERY,2013,94131.0,33,2093,152811,0.0136966579631,0.0157668418538
8103,ROBBERY,2013,94132.0,59,2793,152811,0.0182774800243,0.0211242391694
8104,ROBBERY,2013,94133.0,119,5271,152811,0.0344935901211,0.0225763612218
8105,ROBBERY,2013,94134.0,154,3673,152811,0.0240362277585,0.0419275796352
8106,ROBBERY,2013,94158.0,2,530,152811,0.00346833670351,0.00377358490566
8107,ROBBERY,2014,94005.0,1,31,150149,0.000206461581496,0.0322580645161
8108,ROBBERY,2014,94014.0,2,155,150149,0.00103230790748,0.0129032258065
8109,ROBBERY,2014,94102.0,587,17096,150149,0.113860232169,0.03433551708
8110,ROBBERY,2014,94103.0,362,19253,150149,0.128225962211,0.0188022645821
8111,ROBBERY,2014,94104.0,58,1261,150149,0.00839832433116,0.0459952418715
8112,ROBBERY,2014,94105.0,45,3768,150149,0.0250950722283,0.0119426751592
8113,ROBBERY,2014,94107.0,101,7386,150149,0.0491911368041,0.013674519361
8114,ROBBERY,2014,94108.0,135,5479,150149,0.0364904195166,0.0246395327615
8115,ROBBERY,2014,94109.0,278,11719,150149,0.0780491378564,0.0237221605939
8116,ROBBERY,2014,94110.0,454,15133,150149,0.100786552025,0.0300006608075
8117,ROBBERY,2014,94111.0,40,2446,150149,0.0162904847851,0.0163532297629
8118,ROBBERY,2014,94112.0,244,7084,150149,0.0471798013973,0.0344438170525
8119,ROBBERY,2014,94114.0,83,4437,150149,0.029550646358,0.018706333108
8120,ROBBERY,2014,94115.0,125,6260,150149,0.0416919193601,0.0199680511182
8121,ROBBERY,2014,94116.0,27,2607,150149,0.0173627529987,0.0103567318757
8122,ROBBERY,2014,94117.0,78,6188,150149,0.041212395687,0.0126050420168
8123,ROBBERY,2014,94118.0,49,4232,150149,0.0281853358997,0.0115784499055
8124,ROBBERY,2014,94121.0,43,2800,150149,0.0186481428448,0.0153571428571
8125,ROBBERY,2014,94122.0,45,3686,150149,0.0245489480449,0.0122083559414
8126,ROBBERY,2014,94123.0,49,3119,150149,0.0207726991189,0.0157101635139
8127,ROBBERY,2014,94124.0,202,9471,150149,0.0630773431724,0.0213282652307
8128,ROBBERY,2014,94127.0,16,1317,150149,0.00877128718806,0.0121488230828
8129,ROBBERY,2014,94131.0,26,1925,150149,0.0128205982058,0.0135064935065
8130,ROBBERY,2014,94132.0,57,2745,150149,0.0182818400389,0.0207650273224
8131,ROBBERY,2014,94133.0,152,6131,150149,0.040832772779,0.0247920404502
8132,ROBBERY,2014,94134.0,159,3667,150149,0.0244224070756,0.0433596945732
8133,ROBBERY,2014,94158.0,4,591,150149,0.00393609015045,0.00676818950931
8134,ROBBERY,2015,0.0,1,217,156111,0.00139003657654,0.00460829493088
8135,ROBBERY,2015,94005.0,2,60,156111,0.000384341910564,0.0333333333333
8136,ROBBERY,2015,94014.0,10,131,156111,0.000839146504731,0.0763358778626
8137,ROBBERY,2015,94102.0,634,16857,156111,0.107980859773,0.0376104882245
8138,ROBBERY,2015,94103.0,385,19548,156111,0.125218594462,0.0196951094741
8139,ROBBERY,2015,94104.0,57,1483,156111,0.00949965088943,0.0384356035064
8140,ROBBERY,2015,94105.0,92,3982,156111,0.0255074914644,0.0231039678553
8141,ROBBERY,2015,94107.0,107,8529,156111,0.0546342025866,0.0125454332278
8142,ROBBERY,2015,94108.0,156,5064,156111,0.0324384572516,0.0308056872038
8143,ROBBERY,2015,94109.0,282,11879,156111,0.0760932925931,0.023739372001
8144,ROBBERY,2015,94110.0,499,14265,156111,0.0913772892365,0.034980722047
8145,ROBBERY,2015,94111.0,63,2870,156111,0.018384354722,0.0219512195122
8146,ROBBERY,2015,94112.0,249,7306,156111,0.0468000333096,0.0340815767862
8147,ROBBERY,2015,94114.0,99,4311,156111,0.027614966274,0.0229645093946
8148,ROBBERY,2015,94115.0,122,6707,156111,0.0429630199025,0.0181899507977
8149,ROBBERY,2015,94116.0,16,2893,156111,0.0185316857877,0.00553059108192
8150,ROBBERY,2015,94117.0,91,6001,156111,0.0384405967549,0.0151641393101
8151,ROBBERY,2015,94118.0,58,4605,156111,0.0294982416358,0.0125950054289
8152,ROBBERY,2015,94121.0,56,3271,156111,0.0209530398242,0.0171201467441
8153,ROBBERY,2015,94122.0,52,4165,156111,0.0266797342916,0.0124849939976
8154,ROBBERY,2015,94123.0,50,3813,156111,0.0244249284163,0.0131130343562
8155,ROBBERY,2015,94124.0,222,9441,156111,0.0604761996272,0.0235144582142
8156,ROBBERY,2015,94127.0,20,1566,156111,0.0100313238657,0.0127713920817
8157,ROBBERY,2015,94131.0,19,2050,156111,0.0131316819443,0.00926829268293
8158,ROBBERY,2015,94132.0,56,3227,156111,0.0206711890898,0.0173535791757
8159,ROBBERY,2015,94133.0,165,7047,156111,0.0451409573957,0.0234142188165
8160,ROBBERY,2015,94134.0,188,3938,156111,0.02522564073,0.0477399695277
8161,ROBBERY,2015,94158.0,3,843,156111,0.00540000384342,0.00355871886121
8162,ROBBERY,2016,94005.0,2,17,72504,0.000234469822355,0.117647058824
8163,ROBBERY,2016,94014.0,1,63,72504,0.000868917576961,0.015873015873
8164,ROBBERY,2016,94102.0,257,8017,72504,0.110573209754,0.0320568791318
8165,ROBBERY,2016,94103.0,172,9453,72504,0.130379013572,0.0181952819211
8166,ROBBERY,2016,94104.0,22,673,72504,0.00928224649675,0.0326894502229
8167,ROBBERY,2016,94105.0,36,1863,72504,0.0256951340616,0.0193236714976
8168,ROBBERY,2016,94107.0,46,3810,72504,0.0525488248924,0.0120734908136
8169,ROBBERY,2016,94108.0,56,2186,72504,0.0301500606863,0.0256175663312
8170,ROBBERY,2016,94109.0,144,5553,72504,0.076588877855,0.0259319286872
8171,ROBBERY,2016,94110.0,208,6525,72504,0.0899950347567,0.031877394636
8172,ROBBERY,2016,94111.0,13,1227,72504,0.016923204237,0.0105949470253
8173,ROBBERY,2016,94112.0,84,3172,72504,0.0437493103829,0.0264817150063
8174,ROBBERY,2016,94114.0,34,1936,72504,0.0267019750634,0.0175619834711
8175,ROBBERY,2016,94115.0,52,3149,72504,0.0434320865056,0.0165131787869
8176,ROBBERY,2016,94116.0,13,1277,72504,0.0176128213616,0.0101801096319
8177,ROBBERY,2016,94117.0,41,2890,72504,0.0398598698003,0.0141868512111
8178,ROBBERY,2016,94118.0,31,2072,72504,0.0285777336423,0.0149613899614
8179,ROBBERY,2016,94121.0,21,1655,72504,0.0228263268233,0.0126888217523
8180,ROBBERY,2016,94122.0,28,1962,72504,0.0270605759682,0.0142711518858
8181,ROBBERY,2016,94123.0,22,1795,72504,0.0247572547722,0.0122562674095
8182,ROBBERY,2016,94124.0,103,4324,72504,0.059638088933,0.0238205365402
8183,ROBBERY,2016,94127.0,12,649,72504,0.00895123027695,0.0184899845917
8184,ROBBERY,2016,94131.0,15,1008,72504,0.0139026812314,0.014880952381
8185,ROBBERY,2016,94132.0,30,1601,72504,0.0220815403288,0.0187382885696
8186,ROBBERY,2016,94133.0,73,3412,72504,0.0470594725808,0.0213950762016
8187,ROBBERY,2016,94134.0,40,1580,72504,0.0217919011365,0.0253164556962
8188,ROBBERY,2016,94158.0,2,443,72504,0.00611000772371,0.00451467268623
8189,RUNAWAY,2003,94102.0,20,17910,149145,0.120084481545,0.00111669458403
8190,RUNAWAY,2003,94103.0,26,17445,149145,0.116966710248,0.00149039839496
8191,RUNAWAY,2003,94105.0,1,2638,149145,0.0176874853331,0.000379075056861
8192,RUNAWAY,2003,94107.0,2,6701,149145,0.0449294310905,0.000298462915983
8193,RUNAWAY,2003,94108.0,2,4313,149145,0.0289181668846,0.000463714351959
8194,RUNAWAY,2003,94109.0,1,12563,149145,0.0842334640786,7.95988219374e-05
8195,RUNAWAY,2003,94110.0,35,17182,149145,0.115203325623,0.00203701548132
8196,RUNAWAY,2003,94111.0,4,2258,149145,0.0151396292199,0.00177147918512
8197,RUNAWAY,2003,94112.0,91,7746,149145,0.0519360354018,0.0117479989672
8198,RUNAWAY,2003,94114.0,2,4161,149145,0.0278990244393,0.000480653689017
8199,RUNAWAY,2003,94115.0,11,6435,149145,0.0431459318113,0.0017094017094
8200,RUNAWAY,2003,94116.0,7,2167,149145,0.0145294847296,0.00323027226581
8201,RUNAWAY,2003,94117.0,108,5344,149145,0.0358309028127,0.0202095808383
8202,RUNAWAY,2003,94118.0,5,4197,149145,0.0281404002816,0.00119132713843
8203,RUNAWAY,2003,94121.0,2,2618,149145,0.0175533876429,0.000763941940413
8204,RUNAWAY,2003,94122.0,2,3701,149145,0.0248147775655,0.000540394487976
8205,RUNAWAY,2003,94124.0,20,10528,149145,0.0705890241041,0.00189969604863
8206,RUNAWAY,2003,94127.0,2,1313,149145,0.00880351335948,0.001523229246
8207,RUNAWAY,2003,94131.0,3,2282,149145,0.0153005464481,0.00131463628396
8208,RUNAWAY,2003,94132.0,4,3250,149145,0.0217908746522,0.00123076923077
8209,RUNAWAY,2003,94133.0,1,4755,149145,0.0318817258373,0.000210304942166
8210,RUNAWAY,2003,94134.0,17,4546,149145,0.030480404975,0.00373955125385
8211,RUNAWAY,2004,94102.0,10,17564,148110,0.118587536291,0.000569346390344
8212,RUNAWAY,2004,94103.0,16,17094,148110,0.115414219161,0.000936000936001
8213,RUNAWAY,2004,94107.0,6,6778,148110,0.0457632840456,0.000885216878135
8214,RUNAWAY,2004,94108.0,1,4166,148110,0.0281277428938,0.000240038406145
8215,RUNAWAY,2004,94109.0,3,12175,148110,0.0822024171224,0.000246406570842
8216,RUNAWAY,2004,94110.0,24,17392,148110,0.117426237256,0.00137994480221
8217,RUNAWAY,2004,94111.0,3,2222,148110,0.0150023631085,0.0013501350135
8218,RUNAWAY,2004,94112.0,166,7734,148110,0.0522179461211,0.0214636669253
8219,RUNAWAY,2004,94114.0,2,4069,148110,0.0274728242522,0.000491521258294
8220,RUNAWAY,2004,94115.0,10,5844,148110,0.0394571602188,0.00171115674196
8221,RUNAWAY,2004,94116.0,4,2608,148110,0.0176085341976,0.00153374233129
8222,RUNAWAY,2004,94117.0,129,5510,148110,0.0372020795355,0.0234119782214
8223,RUNAWAY,2004,94118.0,4,4011,148110,0.027081223415,0.00099725754176
8224,RUNAWAY,2004,94121.0,3,2870,148110,0.0193774897036,0.00104529616725
8225,RUNAWAY,2004,94122.0,6,3996,148110,0.0269799473364,0.0015015015015
8226,RUNAWAY,2004,94123.0,1,2905,148110,0.0196138005536,0.000344234079174
8227,RUNAWAY,2004,94124.0,26,10905,148110,0.0736277091351,0.00238422741862
8228,RUNAWAY,2004,94127.0,3,1370,148110,0.00924988184457,0.0021897810219
8229,RUNAWAY,2004,94131.0,3,2388,148110,0.0161231517116,0.00125628140704
8230,RUNAWAY,2004,94132.0,3,3129,148110,0.0211261899939,0.000958772770853
8231,RUNAWAY,2004,94133.0,4,4821,148110,0.0325501316589,0.000829703381041
8232,RUNAWAY,2004,94134.0,4,4401,148110,0.0297144014584,0.000908884344467
8233,RUNAWAY,2005,94014.0,1,183,142112,0.00128771673047,0.00546448087432
8234,RUNAWAY,2005,94102.0,22,16717,142112,0.117632571493,0.00131602560268
8235,RUNAWAY,2005,94103.0,19,16612,142112,0.116893717631,0.00114375150494
8236,RUNAWAY,2005,94105.0,1,2215,142112,0.0155862981311,0.000451467268623
8237,RUNAWAY,2005,94107.0,2,6896,142112,0.0485251069579,0.000290023201856
8238,RUNAWAY,2005,94108.0,1,3880,142112,0.0273024093673,0.000257731958763
8239,RUNAWAY,2005,94109.0,3,11877,142112,0.0835749268183,0.000252589037636
8240,RUNAWAY,2005,94110.0,26,16092,142112,0.11323463184,0.0016157096694
8241,RUNAWAY,2005,94111.0,2,1893,142112,0.0133204796217,0.00105652403592
8242,RUNAWAY,2005,94112.0,99,7662,142112,0.0539152217969,0.012920908379
8243,RUNAWAY,2005,94114.0,3,3920,142112,0.0275838775051,0.000765306122449
8244,RUNAWAY,2005,94115.0,20,6001,142112,0.0422272573745,0.00333277787035
8245,RUNAWAY,2005,94116.0,4,2685,142112,0.0188935487503,0.00148975791434
8246,RUNAWAY,2005,94117.0,104,5508,142112,0.038758162576,0.0188816267248
8247,RUNAWAY,2005,94118.0,2,3799,142112,0.0267324363882,0.000526454330087
8248,RUNAWAY,2005,94121.0,5,2428,142112,0.0170851159649,0.00205930807249
8249,RUNAWAY,2005,94122.0,2,3759,142112,0.0264509682504,0.000532056397978
8250,RUNAWAY,2005,94123.0,2,3022,142112,0.0212649178113,0.00066181336863
8251,RUNAWAY,2005,94124.0,47,9893,142112,0.0696141071831,0.00475083392298
8252,RUNAWAY,2005,94127.0,2,1258,142112,0.00885217293402,0.00158982511924
8253,RUNAWAY,2005,94131.0,4,2153,142112,0.0151500225175,0.00185787273572
8254,RUNAWAY,2005,94132.0,3,2961,142112,0.0208356789011,0.00101317122594
8255,RUNAWAY,2005,94133.0,6,4897,142112,0.034458736771,0.00122523994282
8256,RUNAWAY,2005,94134.0,8,4240,142112,0.0298356226075,0.00188679245283
8257,RUNAWAY,2006,94014.0,1,154,137853,0.00111713201744,0.00649350649351
8258,RUNAWAY,2006,94102.0,16,16965,137853,0.123065874519,0.000943118184497
8259,RUNAWAY,2006,94103.0,12,16543,137853,0.120004642627,0.00072538233694
8260,RUNAWAY,2006,94107.0,3,5766,137853,0.0418271637179,0.000520291363163
8261,RUNAWAY,2006,94108.0,2,3837,137853,0.0278339970839,0.000521240552515
8262,RUNAWAY,2006,94109.0,1,11966,137853,0.0868026085758,8.35701153268e-05
8263,RUNAWAY,2006,94110.0,17,15373,137853,0.111517340936,0.00110583490535
8264,RUNAWAY,2006,94111.0,2,1996,137853,0.0144791916026,0.00100200400802
8265,RUNAWAY,2006,94112.0,90,7200,137853,0.0522295488673,0.0125
8266,RUNAWAY,2006,94114.0,9,3762,137853,0.0272899392831,0.00239234449761
8267,RUNAWAY,2006,94115.0,45,6103,137853,0.044271796769,0.00737342290677
8268,RUNAWAY,2006,94116.0,15,2396,137853,0.0173808332064,0.00626043405676
8269,RUNAWAY,2006,94117.0,71,5229,137853,0.0379317098649,0.0135781220119
8270,RUNAWAY,2006,94118.0,9,3523,137853,0.0255562084249,0.00255464093102
8271,RUNAWAY,2006,94121.0,21,2058,137853,0.0149289460512,0.0102040816327
8272,RUNAWAY,2006,94122.0,4,3395,137853,0.0246276831117,0.00117820324006
8273,RUNAWAY,2006,94123.0,1,2671,137853,0.019375711809,0.000374391613628
8274,RUNAWAY,2006,94124.0,37,10290,137853,0.0746447302561,0.00359572400389
8275,RUNAWAY,2006,94127.0,6,1314,137853,0.00953189266828,0.00456621004566
8276,RUNAWAY,2006,94131.0,1,2066,137853,0.0149869788833,0.000484027105518
8277,RUNAWAY,2006,94132.0,4,2797,137853,0.0202897289141,0.00143010368252
8278,RUNAWAY,2006,94133.0,6,4831,137853,0.0350445764691,0.00124197888636
8279,RUNAWAY,2006,94134.0,9,3966,137853,0.0287697765011,0.00226928895613
8280,RUNAWAY,2007,94102.0,16,19282,137639,0.140091107898,0.000829789440929
8281,RUNAWAY,2007,94103.0,12,17163,137639,0.124695762102,0.000699178465303
8282,RUNAWAY,2007,94107.0,5,5786,137639,0.0420375039051,0.00086415485655
8283,RUNAWAY,2007,94109.0,3,11842,137639,0.0860366611208,0.000253335585205
8284,RUNAWAY,2007,94110.0,18,15374,137639,0.111697992575,0.00117080785742
8285,RUNAWAY,2007,94111.0,4,1918,137639,0.013935003887,0.00208550573514
8286,RUNAWAY,2007,94112.0,82,7442,137639,0.0540689775427,0.0110185434023
8287,RUNAWAY,2007,94114.0,1,3288,137639,0.023888578092,0.000304136253041
8288,RUNAWAY,2007,94115.0,25,5152,137639,0.0374312513169,0.00485248447205
8289,RUNAWAY,2007,94116.0,9,2164,137639,0.0157222880143,0.00415896487985
8290,RUNAWAY,2007,94117.0,51,4945,137639,0.0359273171122,0.0103134479272
8291,RUNAWAY,2007,94118.0,10,3605,137639,0.0261917043861,0.00277392510402
8292,RUNAWAY,2007,94121.0,7,2210,137639,0.0160564956153,0.00316742081448
